Team,PointsPerGame,GoalDiff,Form,Elo,Points,Position
Barcelona,2.3402777777777777,1.3819444444444444,3.0,1500.0,337,1
Real Madrid,2.263888888888889,1.2222222222222223,1.8,1500.0,326,2
Inter,2.2,1.2758620689655173,1.6,1500.0,319,3
Arsenal,2.1862068965517243,1.2482758620689656,2.6,1500.0,317,4
Manchester City,2.1666666666666665,1.2708333333333333,2.2,1500.0,312,5
Paris Saint Germain,2.3157894736842106,1.443609022556391,2.4,1500.0,308,6
Napoli,2.0,0.7241379310344828,3.0,1500.0,290,7
Atletico Madrid,1.9861111111111112,0.8472222222222222,1.8,1500.0,286,8
Liverpool,1.9448275862068964,0.8689655172413793,1.4,1500.0,282,9
Athletic Club,1.489010989010989,0.17582417582417584,0.8,1500.0,271,10
AC Milan,1.8689655172413793,0.6137931034482759,1.8,1500.0,271,11
Juventus,1.8620689655172413,0.6482758620689655,2.2,1500.0,270,12
Atalanta,1.793103448275862,0.7310344827586207,1.6,1500.0,260,13
Bayer Leverkusen,1.9846153846153847,0.9307692307692308,1.8,1500.0,258,14
Borussia Dortmund,1.9615384615384615,0.8923076923076924,2.4,1500.0,255,15
Aston Villa,1.717241379310345,0.2206896551724138,0.8,1500.0,249,16
AS Roma,1.717241379310345,0.45517241379310347,0.8,1500.0,249,17
Lens,1.835820895522388,0.5746268656716418,1.4,1500.0,246,18
Villarreal,1.7013888888888888,0.4027777777777778,1.4,1500.0,245,19
Lazio,1.6827586206896552,0.3793103448275862,2.0,1500.0,244,20
Monaco,1.8059701492537314,0.5223880597014925,3.0,1500.0,242,21
Newcastle,1.6482758620689655,0.5379310344827586,1.2,1500.0,239,22
Marseille,1.7686567164179106,0.6194029850746269,1.8,1500.0,237,23
Lille,1.7611940298507462,0.4925373134328358,2.6,1500.0,236,24
RB Leipzig,1.8076923076923077,0.6538461538461539,2.4,1500.0,235,25
Manchester United,1.6,0.11724137931034483,2.0,1500.0,232,26
Bologna,1.5793103448275863,0.2689655172413793,1.8,1500.0,229,27
Chelsea,1.5448275862068965,0.2827586206896552,0.8,1500.0,224,28
Real Betis,1.5416666666666667,0.1527777777777778,0.6,1500.0,222,29
Lyon,1.6417910447761195,0.3208955223880597,0.6,1500.0,220,30
Real Sociedad,1.5138888888888888,0.125,1.8,1500.0,218,31
VfB Stuttgart,1.628787878787879,0.4621212121212121,2.0,1500.0,215,32
Brighton,1.4758620689655173,0.15862068965517243,2.4,1500.0,214,33
Fiorentina,1.4689655172413794,0.2482758620689655,1.6,1500.0,213,34
Girona,1.4444444444444444,0.09722222222222222,1.4,1500.0,208,35
Rennes,1.507462686567164,0.3358208955223881,2.0,1500.0,202,36
Nice,1.492537313432836,0.1865671641791045,0.6,1500.0,200,37
Brentford,1.3793103448275863,0.1103448275862069,1.2,1500.0,200,38
Sassuolo,1.3724137931034484,-0.06206896551724138,1.4,1500.0,199,39
Fulham,1.3586206896551725,-0.034482758620689655,2.0,1500.0,197,40
Eintracht Frankfurt,1.5076923076923077,0.2153846153846154,1.6,1500.0,196,41
Tottenham,1.3379310344827586,0.06206896551724138,0.2,1500.0,194,42
SC Freiburg,1.4846153846153847,-0.12307692307692308,0.8,1500.0,193,43
Almeria,1.2532467532467533,-0.08441558441558442,1.8,1500.0,193,44
Lorient,1.4402985074626866,0.06716417910447761,1.2,1500.0,193,45
Stade Brestois 29,1.4253731343283582,-0.029850746268656716,1.2,1500.0,191,46
Deportes Tolima,1.7830188679245282,0.4811320754716981,1.4,1500.0,189,47
Osasuna,1.3055555555555556,-0.14583333333333334,1.0,1500.0,188,48
Crystal Palace,1.2916666666666667,-0.08333333333333333,1.4,1500.0,186,49
Torino,1.282758620689655,-0.15862068965517243,1.8,1500.0,186,50
Bournemouth,1.2758620689655173,-0.25517241379310346,1.0,1500.0,185,51
Celta Vigo,1.2708333333333333,-0.08333333333333333,1.4,1500.0,183,52
Monza,1.2312925170068028,-0.22448979591836735,1.2,1500.0,181,53
Strasbourg,1.335820895522388,0.029850746268656716,1.8,1500.0,179,54
Reims,1.3065693430656935,-0.043795620437956206,1.2,1500.0,179,55
Everton,1.2275862068965517,-0.23448275862068965,1.8,1500.0,178,56
Santa Fe,1.679245283018868,0.3113207547169811,1.4,1500.0,178,57
Rayo Vallecano,1.2083333333333333,-0.2569444444444444,1.6,1500.0,174,58
Valencia,1.1944444444444444,-0.2013888888888889,1.8,1500.0,172,59
Nottingham Forest,1.1793103448275861,-0.3310344827586207,1.0,1500.0,171,60
Toulouse,1.2686567164179106,-0.03731343283582089,1.2,1500.0,170,61
Mallorca,1.1736111111111112,-0.2638888888888889,1.4,1500.0,169,62
Getafe,1.1666666666666667,-0.2222222222222222,2.4,1500.0,168,63
Union Berlin,1.2923076923076924,-0.3153846153846154,0.8,1500.0,168,64
Cadiz,1.105263157894737,-0.42105263157894735,0.6,1500.0,168,65
Udinese,1.1517241379310346,-0.2689655172413793,1.6,1500.0,167,66
FSV Mainz 05,1.2769230769230768,-0.06923076923076923,2.2,1500.0,166,67
Sheffield Utd,1.2890625,-0.296875,0.4,1500.0,165,68
1899 Hoffenheim,1.2615384615384615,-0.13076923076923078,0.8,1500.0,164,69
West Ham,1.1310344827586207,-0.4413793103448276,1.0,1500.0,164,70
Leeds,1.4260869565217391,0.20869565217391303,0.6,1500.0,164,71
Atletico Nacional,1.6734693877551021,0.5510204081632653,1.0,1500.0,164,72
Junior,1.5576923076923077,0.25,2.4,1500.0,162,73
Sevilla,1.125,-0.2708333333333333,0.4,1500.0,162,74
Galatasaray,2.5238095238095237,1.6031746031746033,1.8,1500.0,159,75
Millonarios,1.65625,0.3854166666666667,1.8,1500.0,159,76
1. FC Köln,1.2076923076923076,-0.23846153846153847,0.6,1500.0,157,77
Inter Miami,2.038961038961039,0.9090909090909091,2.4,1500.0,157,78
Werder Bremen,1.2076923076923076,-0.3076923076923077,1.8,1500.0,157,79
Cucuta,1.7333333333333334,0.3888888888888889,1.8,1500.0,156,80
Toluca,2.0,1.0128205128205128,1.6,1500.0,156,81
Cruz Azul,2.0526315789473686,0.8026315789473685,1.6,1500.0,156,82
Celtic,2.2285714285714286,1.5571428571428572,2.0,1500.0,156,83
Bayern München,2.5,2.2580645161290325,2.6,1500.0,155,84
America de Cali,1.6041666666666667,0.375,1.6,1500.0,154,85
Coventry,1.7303370786516854,0.5280898876404494,2.0,1500.0,154,86
ADO Den Haag,2.04,0.8933333333333333,3.0,1500.0,153,87
Bucaramanga,1.6521739130434783,0.391304347826087,1.2,1500.0,152,88
Union St. Gilloise,2.140845070422535,1.0845070422535212,2.6,1500.0,152,89
Montpellier,1.1185185185185185,-0.37037037037037035,1.8,1500.0,151,90
Huila,1.7159090909090908,0.3522727272727273,2.0,1500.0,151,91
VfL Wolfsburg,1.1538461538461537,-0.2230769230769231,0.2,1500.0,150,92
Independiente Medellin,1.6304347826086956,0.29347826086956524,1.0,1500.0,150,93
PSV Eindhoven,2.380952380952381,1.6825396825396826,1.8,1500.0,150,94
Sporting CP,2.459016393442623,1.901639344262295,2.6,1500.0,150,95
Real Cartagena,1.7045454545454546,0.5227272727272727,1.2,1500.0,150,96
Palmeiras,1.9605263157894737,0.7894736842105263,1.6,1500.0,149,97
Flamengo,1.9605263157894737,0.9210526315789473,1.6,1500.0,149,98
Clermont Foot,1.0875912408759123,-0.43795620437956206,0.8,1500.0,149,99
Club Brugge KV,2.084507042253521,0.971830985915493,2.6,1500.0,148,100
FC Augsburg,1.1384615384615384,-0.49230769230769234,0.8,1500.0,148,101
Fenerbahçe,2.296875,1.328125,2.0,1500.0,147,102
Frosinone,1.3394495412844036,-0.05504587155963303,2.6,1500.0,146,103
Cambuur,1.9466666666666668,0.64,1.4,1500.0,146,104
Empoli,0.9931972789115646,-0.46258503401360546,1.0,1500.0,146,105
Wolves,1.006896551724138,-0.6,1.6,1500.0,146,106
Benfica,2.3548387096774195,1.564516129032258,2.2,1500.0,146,107
V-varen Nagasaki,1.8831168831168832,0.6623376623376623,1.6,1500.0,145,108
FC Porto,2.3225806451612905,1.2580645161290323,2.2,1500.0,144,109
Burnley,1.2521739130434784,-0.10434782608695652,0.4,1500.0,144,110
Bayern Munich,2.1029411764705883,1.5147058823529411,1.8,1500.0,143,111
FC Thun,2.1029411764705883,0.9852941176470589,1.4,1500.0,143,112
Botafogo,1.868421052631579,0.6578947368421053,2.2,1500.0,142,113
Rangers,2.0142857142857142,1.0142857142857142,2.2,1500.0,141,114
Kashima,1.855263157894737,0.6052631578947368,2.2,1500.0,141,115
Once Caldas,1.4583333333333333,0.041666666666666664,1.6,1500.0,140,116
Club America,1.759493670886076,0.6582278481012658,1.4,1500.0,139,117
Deportivo Madryn,1.6951219512195121,0.4024390243902439,1.4,1500.0,139,118
Millwall,1.5862068965517242,0.08045977011494253,1.4,1500.0,138,119
San Martin Tucuman,1.7692307692307692,0.358974358974359,1.2,1500.0,138,120
Los Angeles FC,1.8266666666666667,0.6266666666666667,1.6,1500.0,137,121
Vissel Kobe,1.7894736842105263,0.5,0.8,1500.0,136,122
JEF United Chiba,1.7435897435897436,0.5512820512820513,2.6,1500.0,136,123
Sanfrecce Hiroshima,1.7894736842105263,0.618421052631579,2.0,1500.0,136,124
Erzurumspor FK,1.8888888888888888,1.0,2.4,1500.0,136,125
Middlesbrough,1.5632183908045978,0.3333333333333333,0.6,1500.0,136,126
Gimnasia M.,1.7088607594936709,0.35443037974683544,1.6,1500.0,135,127
Lecce,0.9310344827586207,-0.6068965517241379,0.6,1500.0,135,128
Llaneros,1.488888888888889,0.18888888888888888,0.6,1500.0,134,129
Spezia,1.1754385964912282,-0.19298245614035087,0.8,1500.0,134,130
Mirassol,1.763157894736842,0.5263157894736842,1.6,1500.0,134,131
Jaguares,1.5952380952380953,0.23809523809523808,1.6,1500.0,134,132
FC Cincinnati,1.7866666666666666,0.2,1.8,1500.0,134,133
Racing Santander,1.7179487179487178,0.32051282051282054,1.2,1500.0,134,134
SK Beveren,2.180327868852459,0.9672131147540983,2.6,1500.0,133,135
Tigres UANL,1.736842105263158,0.5,0.8,1500.0,132,136
Bodo/Glimt,2.2,1.6166666666666667,2.4,1500.0,132,137
Real Soacha,1.5595238095238095,0.34523809523809523,1.8,1500.0,131,138
Elche,1.190909090909091,-0.19090909090909092,0.8,1500.0,131,139
Vegalta Sendai,1.6538461538461537,0.23076923076923078,1.4,1500.0,129,140
FC Aarau,1.9545454545454546,0.5606060606060606,3.0,1500.0,129,141
Las Palmas,1.1727272727272726,-0.16363636363636364,1.8,1500.0,129,142
Granada CF,1.1228070175438596,-0.24561403508771928,1.4,1500.0,128,143
Viking,2.1333333333333333,1.05,3.0,1500.0,128,144
Hellas Verona,0.8698630136986302,-0.6986301369863014,0.6,1500.0,127,145
Amed,1.7887323943661972,0.6901408450704225,3.0,1500.0,127,146
Estac Troyes,1.2475247524752475,-0.12871287128712872,2.6,1500.0,126,147
Monterrey,1.6153846153846154,0.3717948717948718,0.8,1500.0,126,148
CA Estudiantes,1.6153846153846154,0.2948717948717949,2.0,1500.0,126,149
Shimizu S-pulse,1.6578947368421053,0.2631578947368421,0.6,1500.0,126,150
Sunderland,1.575,0.15,1.4,1500.0,126,151
Genk,1.7746478873239437,0.352112676056338,2.0,1500.0,126,152
FC Basel 1893,1.8,0.8,2.0,1500.0,126,153
Machida Zelvia,1.6578947368421053,0.4473684210526316,1.0,1500.0,126,154
Ajax,2.0,0.8253968253968254,1.0,1500.0,126,155
Estudiantes de Rio Cuarto,1.5822784810126582,0.21518987341772153,2.0,1500.0,125,156
Bristol City,1.404494382022472,-0.011235955056179775,1.4,1500.0,125,157
Mjallby AIF,2.0833333333333335,0.8,3.0,1500.0,125,158
Genoa,1.1682242990654206,-0.18691588785046728,1.2,1500.0,125,159
De Graafschap,1.6666666666666667,0.48,2.0,1500.0,125,160
Vancouver Whitecaps,1.6103896103896105,0.5194805194805194,1.6,1500.0,124,161
FC Schalke 04,1.2916666666666667,-0.3229166666666667,1.8,1500.0,124,162
Bandırmaspor,1.6533333333333333,0.28,1.8,1500.0,124,163
Goias,1.631578947368421,0.3815789473684211,1.8,1500.0,124,164
Novorizontino,1.631578947368421,0.3026315789473684,1.2,1500.0,124,165
Columbus Crew,1.6986301369863013,0.5068493150684932,1.4,1500.0,124,166
Gamba Osaka,1.618421052631579,0.15789473684210525,1.4,1500.0,123,167
Nantes,0.924812030075188,-0.5789473684210527,0.8,1500.0,123,168
Kansas City W,2.2363636363636363,1.1090909090909091,1.8,1500.0,123,169
Usm El Harrach,2.2181818181818183,1.0727272727272728,1.6,1500.0,122,170
Feyenoord,1.9365079365079365,0.9365079365079365,1.2,1500.0,122,171
Cruzeiro,1.605263157894737,0.34210526315789475,1.2,1500.0,122,172
Cremonese,1.0990990990990992,-0.2882882882882883,0.6,1500.0,122,173
Seattle Sounders,1.6266666666666667,0.37333333333333335,2.2,1500.0,122,174
Patriotas,1.4404761904761905,-0.047619047619047616,1.4,1500.0,121,175
Tokushima Vortis,1.5512820512820513,0.23076923076923078,1.6,1500.0,121,176
Union Magdalena,1.375,0.056818181818181816,1.2,1500.0,121,177
New York City FC,1.5584415584415585,0.12987012987012986,2.0,1500.0,120,178
Coquimbo Unido,2.0,0.5833333333333334,2.6,1500.0,120,179
Alaves,1.1320754716981132,-0.29245283018867924,1.0,1500.0,120,180
Universidad de Chile,2.0,0.9166666666666666,2.6,1500.0,120,181
Falkirk,1.75,0.5735294117647058,1.4,1500.0,119,182
Heart Of Midlothian,1.7,0.4714285714285714,2.0,1500.0,119,183
Dordrecht,1.5454545454545454,0.2597402597402597,0.4,1500.0,119,184
Montedio Yamagata,1.5454545454545454,0.2597402597402597,2.2,1500.0,119,185
Esenler Erokspor,1.6619718309859155,0.676056338028169,1.4,1500.0,118,186
Partick,1.6388888888888888,0.2361111111111111,2.2,1500.0,118,187
Coritiba,1.5526315789473684,0.17105263157894737,2.2,1500.0,118,188
Wisla Krakow,1.903225806451613,1.032258064516129,1.6,1500.0,118,189
Espanyol,1.1037735849056605,-0.33962264150943394,0.6,1500.0,117,190
Metz,1.1584158415841583,-0.25742574257425743,0.4,1500.0,117,191
Hull City,1.3448275862068966,-0.05747126436781609,1.6,1500.0,117,192
Palermo,1.6111111111111112,0.4861111111111111,2.0,1500.0,116,193
JS El Biar,2.109090909090909,0.8181818181818182,2.2,1500.0,116,194
Gimnasia Jujuy,1.5263157894736843,0.21052631578947367,0.8,1500.0,116,195
Kashiwa Reysol,1.5263157894736843,0.18421052631578946,3.0,1500.0,116,196
FC Vaduz,1.8125,0.4375,2.0,1500.0,116,197
Hammarby FF,1.9333333333333333,0.9,2.6,1500.0,116,198
Çorum FK,1.6338028169014085,0.30985915492957744,2.4,1500.0,116,199
Fagiano Okayama,1.4871794871794872,0.19230769230769232,0.8,1500.0,116,200
Swansea,1.3218390804597702,-0.11494252873563218,1.0,1500.0,115,201
Deportivo Pereira,1.369047619047619,-0.08333333333333333,0.0,1500.0,115,202
Lech Poznan,1.8852459016393444,0.7540983606557377,2.0,1500.0,115,203
Santos,1.513157894736842,0.2631578947368421,2.2,1500.0,115,204
Norwich,1.3218390804597702,0.11494252873563218,2.0,1500.0,115,205
Kyoto Sanga,1.513157894736842,0.13157894736842105,1.6,1500.0,115,206
SC Braga,1.8852459016393444,0.8524590163934426,2.0,1500.0,115,207
Brann,1.9166666666666667,0.5166666666666667,0.8,1500.0,115,208
Watford,1.3103448275862069,-0.05747126436781609,1.0,1500.0,114,209
Malmo FF,1.9,0.9166666666666666,1.4,1500.0,114,210
Mirandes,1.425,0.025,1.6,1500.0,114,211
Trabzonspor,1.78125,0.59375,3.0,1500.0,114,212
Mito Hollyhock,1.5,0.11842105263157894,1.8,1500.0,114,213
Minnesota United FC,1.52,0.25333333333333335,0.4,1500.0,114,214
Beşiktaş,1.78125,0.625,1.8,1500.0,114,215
Charlotte,1.527027027027027,0.17567567567567569,1.4,1500.0,113,216
Orlando City SC,1.527027027027027,0.28378378378378377,0.4,1500.0,113,217
Blackburn,1.2988505747126438,-0.08045977011494253,1.6,1500.0,113,218
QPR,1.2988505747126438,-0.1724137931034483,2.0,1500.0,113,219
Gimnasia Y Tiro,1.486842105263158,0.19736842105263158,1.6,1500.0,113,220
Nueva Chicago,1.4675324675324675,0.11688311688311688,1.4,1500.0,113,221
Bahia,1.486842105263158,0.05263157894736842,1.4,1500.0,113,222
Derby,1.2988505747126438,0.011494252873563218,1.8,1500.0,113,223
Deportivo La Coruna,1.486842105263158,0.2236842105263158,2.2,1500.0,113,224
Eibar,1.4736842105263157,0.15789473684210525,2.6,1500.0,112,225
Valerenga,1.8666666666666667,0.8333333333333334,1.8,1500.0,112,226
Orlando Pride W,1.9649122807017543,0.6666666666666666,2.0,1500.0,112,227
Atlante FC,1.8064516129032258,0.9838709677419355,2.0,1500.0,112,228
Burgos,1.4736842105263157,0.06578947368421052,2.2,1500.0,112,229
Internacional Palmira,1.4736842105263157,0.02631578947368421,0.0,1500.0,112,230
Boca Juniors,1.734375,0.578125,2.4,1500.0,111,231
CDS Tampico Madero,1.6818181818181819,0.21212121212121213,1.2,1500.0,111,232
Fortaleza EC,1.4605263157894737,-0.013157894736842105,2.4,1500.0,111,233
Colo Colo,1.85,0.6333333333333333,1.8,1500.0,111,234
FC ST. Gallen,1.5857142857142856,0.32857142857142857,1.8,1500.0,111,235
SV Elversberg,1.734375,0.6875,1.6,1500.0,111,236
Yokohama FC,1.4605263157894737,0.19736842105263158,0.8,1500.0,111,237
San Martin S.J.,1.4605263157894737,0.09210526315789473,1.6,1500.0,111,238
Patro Eisden,1.6666666666666667,0.3333333333333333,1.0,1500.0,110,239
Iwaki,1.4473684210526316,0.3026315789473684,2.0,1500.0,110,240
Sao Paulo,1.4473684210526316,0.07894736842105263,1.2,1500.0,110,241
Atlanta,1.4666666666666666,0.013333333333333334,1.0,1500.0,110,242
FC Volendam,1.6417910447761195,0.31343283582089554,0.8,1500.0,110,243
Fluminense,1.4473684210526316,0.06578947368421052,2.6,1500.0,110,244
FC Midtjylland,1.9298245614035088,0.9824561403508771,1.2,1500.0,110,245
MC Alger,2.0754716981132075,0.7358490566037735,2.4,1500.0,110,246
Malaga,1.4473684210526316,0.14473684210526316,1.8,1500.0,110,247
Castellón,1.4473684210526316,0.2236842105263158,1.6,1500.0,110,248
Avai,1.4342105263157894,0.15789473684210525,2.2,1500.0,109,249
Los Angeles Galaxy,1.4931506849315068,0.1780821917808219,1.8,1500.0,109,250
SV Darmstadt 98,1.1354166666666667,-0.3854166666666667,1.0,1500.0,109,251
Kawasaki Frontale,1.4342105263157894,0.25,0.8,1500.0,109,252
San Telmo,1.4533333333333334,0.14666666666666667,1.2,1500.0,109,253
Wisla Plock,1.7301587301587302,0.3968253968253968,1.2,1500.0,109,254
SC Paderborn 07,1.7580645161290323,0.41935483870967744,2.2,1500.0,109,255
Hibernian,1.5571428571428572,0.4,1.8,1500.0,109,256
Catanzaro,1.4931506849315068,0.2054794520547945,1.6,1500.0,109,257
Fortaleza FC,1.2976190476190477,-0.11904761904761904,0.6,1500.0,109,258
Den Bosch,1.4342105263157894,0.06578947368421052,2.0,1500.0,109,259
West Brom,1.2528735632183907,-0.04597701149425287,1.8,1500.0,109,260
Internacional,1.4342105263157894,0.05263157894736842,1.4,1500.0,109,261
Raków Częstochowa,1.7704918032786885,0.4918032786885246,1.0,1500.0,108,262
Al Ahly,2.204081632653061,1.0612244897959184,2.0,1500.0,108,263
FC Lugano,1.542857142857143,0.11428571428571428,1.6,1500.0,108,264
BSC Young Boys,1.542857142857143,0.22857142857142856,1.6,1500.0,108,265
AZ Alkmaar,1.6615384615384616,0.4461538461538462,1.2,1500.0,108,266
Washington Spirit W,1.8620689655172413,0.5689655172413793,0.8,1500.0,108,267
Sturm Graz,1.894736842105263,0.6842105263157895,2.2,1500.0,108,268
Leones Negros UDG,1.5735294117647058,0.19117647058823528,1.0,1500.0,107,269
Atletico Paranaense,1.4078947368421053,0.05263157894736842,3.0,1500.0,107,270
Twente,1.646153846153846,0.47692307692307695,2.4,1500.0,107,271
Deportivo Moron,1.3896103896103895,0.09090909090909091,1.6,1500.0,107,272
Como,1.5507246376811594,0.4057971014492754,2.6,1500.0,107,273
Guadalajara Chivas,1.5970149253731343,0.373134328358209,2.6,1500.0,107,274
Philadelphia Union,1.5070422535211268,0.43661971830985913,1.4,1500.0,107,275
Racing Club,1.671875,0.40625,2.2,1500.0,107,276
Temperley,1.4657534246575343,0.1506849315068493,1.4,1500.0,107,277
Urawa,1.4078947368421053,0.13157894736842105,1.4,1500.0,107,278
Vizela,1.6984126984126984,0.3492063492063492,3.0,1500.0,107,279
Ceara,1.4078947368421053,0.15789473684210525,0.2,1500.0,107,280
Oviedo,1.394736842105263,-0.14473684210526316,1.4,1500.0,106,281
Leicester,0.905982905982906,-0.6239316239316239,1.2,1500.0,106,282
Chapecoense-sc,1.394736842105263,0.07894736842105263,1.6,1500.0,106,283
Defensores De Belgrano,1.452054794520548,0.2191780821917808,2.0,1500.0,106,284
Juve Stabia,1.4324324324324325,-0.02702702702702703,1.0,1500.0,106,285
Kocaelispor,1.606060606060606,0.2727272727272727,0.8,1500.0,106,286
Operario-PR,1.394736842105263,-0.02631578947368421,1.2,1500.0,106,287
Boluspor,1.4324324324324325,0.32432432432432434,0.8,1500.0,106,288
Utrecht,1.6666666666666667,0.42857142857142855,2.0,1500.0,105,289
Pendikspor,1.4788732394366197,0.2676056338028169,1.8,1500.0,105,290
Anderlecht,1.4788732394366197,0.3380281690140845,0.8,1500.0,105,291
Sporting Gijon,1.381578947368421,0.06578947368421052,1.4,1500.0,105,292
NJ/NY Gotham FC W,1.8421052631578947,0.6140350877192983,2.0,1500.0,105,293
Stoke City,1.206896551724138,-0.16091954022988506,1.4,1500.0,105,294
Quilmes,1.4,0.21333333333333335,0.6,1500.0,105,295
San Miguel,1.4189189189189189,0.06756756756756757,1.2,1500.0,105,296
Orsomarso,1.3461538461538463,0.038461538461538464,0.4,1500.0,105,297
Levante,1.4583333333333333,0.1527777777777778,1.6,1500.0,105,298
Preston,1.1954022988505748,-0.1724137931034483,1.0,1500.0,104,299
İstanbulspor,1.4444444444444444,0.25,0.4,1500.0,104,300
FC Tokyo,1.368421052631579,-0.06578947368421052,1.8,1500.0,104,301
Kongsvinger,1.625,0.25,1.4,1500.0,104,302
Deportivo Pasto,1.2380952380952381,-0.03571428571428571,1.4,1500.0,104,303
Orgryte IS,1.6774193548387097,0.5483870967741935,1.0,1500.0,104,304
Lillestrom,1.7333333333333334,0.65,3.0,1500.0,104,305
Rangers de Talca,1.5294117647058822,0.1323529411764706,1.2,1500.0,104,306
U. Catolica,1.7333333333333334,0.4666666666666667,2.0,1500.0,104,307
Cerezo Osaka,1.368421052631579,-0.02631578947368421,1.8,1500.0,104,308
Tristan Suarez,1.3866666666666667,0.10666666666666667,2.0,1500.0,104,309
America Mineiro,1.368421052631579,0.15789473684210525,1.6,1500.0,104,310
Corinthians,1.355263157894737,0.05263157894736842,1.0,1500.0,103,311
Pyramids FC,2.1020408163265305,0.9183673469387755,2.4,1500.0,103,312
Jubilo Iwata,1.3376623376623376,-0.16883116883116883,2.2,1500.0,103,313
Jagiellonia,1.6885245901639345,0.3770491803278688,0.8,1500.0,103,314
Motherwell,1.4714285714285715,0.11428571428571428,0.8,1500.0,103,315
Sampdoria,0.9279279279279279,-0.5765765765765766,1.4,1500.0,103,316
Iğdır FK,1.4507042253521127,0.2676056338028169,0.2,1500.0,103,317
Agropecuario,1.4109589041095891,0.0958904109589041,1.8,1500.0,103,318
Arka Gdynia,1.7,0.3333333333333333,1.0,1500.0,102,319
Real Salt Lake,1.4366197183098592,0.056338028169014086,1.4,1500.0,102,320
Vila Nova,1.3421052631578947,-0.21052631578947367,0.8,1500.0,102,321
Servette FC,1.457142857142857,0.12857142857142856,2.0,1500.0,102,322
Cagliari,0.9532710280373832,-0.5046728971962616,0.2,1500.0,102,323
Albacete,1.3421052631578947,-0.02631578947368421,1.6,1500.0,102,324
Ben Aknoun,1.8888888888888888,0.5740740740740741,1.6,1500.0,102,325
Ayr Utd,1.4782608695652173,0.18840579710144928,0.4,1500.0,102,326
Egersund,1.619047619047619,0.19047619047619047,2.0,1500.0,102,327
AIK Stockholm,1.7,0.2,0.8,1500.0,102,328
Telstar,1.3972602739726028,0.2465753424657534,1.8,1500.0,102,329
Djurgardens IF,1.7,0.5,1.6,1500.0,102,330
Lask Linz,1.6833333333333333,0.31666666666666665,1.6,1500.0,101,331
All Boys,1.3466666666666667,0.13333333333333333,1.4,1500.0,101,332
RC Kouba,1.8363636363636364,0.5636363636363636,2.0,1500.0,101,333
Rosario Central,1.6290322580645162,0.3387096774193548,1.4,1500.0,101,334
Paris FC,1.6290322580645162,0.1774193548387097,1.8,1500.0,101,335
Excelsior,1.507462686567164,0.23880597014925373,0.2,1500.0,101,336
Aalesund,1.578125,0.359375,2.0,1500.0,101,337
Keçiörengücü,1.4225352112676057,0.4647887323943662,2.0,1500.0,101,338
Admira Wacker,1.9056603773584906,0.7547169811320755,1.0,1500.0,101,339
Salernitana,0.8706896551724138,-0.6724137931034483,1.2,1500.0,101,340
Hannover 96,1.6290322580645162,0.27419354838709675,1.6,1500.0,101,341
Southampton,0.8695652173913043,-0.7130434782608696,2.6,1500.0,100,342
SKN ST. Polten,1.8867924528301887,0.7735849056603774,2.4,1500.0,100,343
Roda,1.36986301369863,-0.0410958904109589,1.0,1500.0,100,344
Samsunspor,1.5873015873015872,0.19047619047619047,1.2,1500.0,100,345
Gais,1.6666666666666667,0.2833333333333333,2.0,1500.0,100,346
Venezia,1.408450704225352,0.2112676056338028,2.2,1500.0,100,347
River Plate,1.6129032258064515,0.5806451612903226,0.8,1500.0,100,348
Torreense,1.6129032258064515,0.24193548387096775,2.0,1500.0,100,349
Cordoba,1.3157894736842106,-0.13157894736842105,0.8,1500.0,100,350
Auxerre,1.0,-0.45,1.2,1500.0,100,351
Club Tijuana,1.408450704225352,0.014084507042253521,1.2,1500.0,100,352
Aldosivi,1.408450704225352,0.056338028169014086,2.4,1500.0,100,353
Maritimo,1.6129032258064515,0.25806451612903225,2.0,1500.0,100,354
Huracan,1.5873015873015872,0.20634920634920634,0.8,1500.0,100,355
New York Red Bulls,1.36986301369863,0.1232876712328767,0.6,1500.0,100,356
Tokyo Verdy,1.3026315789473684,-0.23684210526315788,0.8,1500.0,99,357
CRB,1.3026315789473684,-0.02631578947368421,1.6,1500.0,99,358
Criciuma,1.3026315789473684,-0.06578947368421052,1.4,1500.0,99,359
Ried,1.8,0.6,1.2,1500.0,99,360
Dunkerque,1.523076923076923,0.24615384615384617,0.4,1500.0,99,361
Odense,1.736842105263158,0.45614035087719296,1.6,1500.0,99,362
Austria Vienna,1.736842105263158,0.24561403508771928,1.4,1500.0,99,363
MB Rouisset,1.8333333333333333,0.48148148148148145,0.4,1500.0,99,364
Kortrijk,1.5076923076923077,-0.015384615384615385,2.0,1500.0,98,365
St. Truiden,1.462686567164179,-0.07462686567164178,0.6,1500.0,98,366
Başakşehir,1.53125,0.28125,1.6,1500.0,98,367
Red Bull Salzburg,1.719298245614035,0.5789473684210527,1.0,1500.0,98,368
U.N.A.M. - Pumas,1.4202898550724639,0.08695652173913043,1.6,1500.0,98,369
Avispa Fukuoka,1.2894736842105263,-0.11842105263157894,1.6,1500.0,98,370
Miedz Legnica,1.5806451612903225,0.16129032258064516,1.0,1500.0,98,371
Polonia Warszawa,1.564516129032258,0.1935483870967742,0.8,1500.0,97,372
ST Johnstone,1.3857142857142857,0.04285714285714286,2.2,1500.0,97,373
União de Leiria,1.564516129032258,0.3387096774193548,2.0,1500.0,97,374
Atletico Mitre,1.3472222222222223,0.05555555555555555,0.8,1500.0,97,375
